ticker,success,is_banking,model_used,lifecycle_stage,lifecycle_sub,value_per_share_tl,market_price_tl,upside_pct,damodaran_verdict,equity_value_tl,shares_outstanding,wacc,normalized_margin,periods_fetched,items_mapped,errors
VESBE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",123.36,7.26,1599.22,AL,23.44B,190000000,12.28%,7.20%,16,12,
TKNSA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",39.63,22.68,74.75,AL,6.54B,165000000,11.47%,1.08%,16,12,
PRKAB,True,False,cyclical_dcf,mature_stable,cyclical,8.32,38.40,-78.33,SAT,1.11B,134000000,13.90%,0.51%,16,12,
KAPLM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-0.09,620.00,-100.01,SAT,-0.02B,200000000,12.42%,3.21%,16,12,
ISMEN,True,False,industrial_fcff,mature_stable,"stable,asset_light",236.34,42.24,459.51,AL,49.63B,210000000,14.01%,0.82%,16,12,
BOSSA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",11.52,6.59,74.77,AL,2.53B,220000000,12.58%,13.61%,16,12,
ARENA,True,False,industrial_fcff,mature_stable,stable,80.30,42.78,87.70,AL,5.06B,63000000,7.61%,2.82%,16,12,
INDES,True,False,industrial_fcff,mature_growth,stable,67.37,10.50,541.60,AL,18.86B,280000000,11.39%,3.32%,16,12,
EUREN,False,False,none,,,,5.76,,UNKNOWN,,,,,0,0,Pipeline error: ValueError: No items in response for EUREN
ECILC,False,False,decline_dcf,decline,"cyclical,capital_intensive",,87.45,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
TUKAS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-1.74,2.62,-166.59,SAT,-0.10B,60000000,12.53%,8.54%,16,12,
GARAN,True,True,banking_ddm,,,197.28,135.40,45.70,AL,828.59B,4200000000,11.09%,,0,0,
AKBNK,True,True,banking_ddm,,,98.96,77.25,28.10,IZLE-AL,514.58B,5200000000,11.09%,,0,0,
YKBNK,True,True,banking_ddm,,,38.96,37.24,4.62,BEKLE,329.11B,8447051284,11.09%,,0,0,
ISCTR,True,True,banking_ddm,,,17.19,14.22,20.92,IZLE-AL,154.75B,9000000000,11.09%,,0,0,
HALKB,True,True,banking_ddm,,,142.24,39.48,260.29,AL,177.80B,1250000000,11.09%,,0,0,
KCHOL,True,False,holding_sotp,,,182.41,205.60,-11.28,IZLE-SAT,462.57B,2535898345,,,0,0,
SAHOL,True,False,holding_sotp,,,180.41,97.25,85.51,AL,368.10B,2040403931,,,0,0,
